,Rank_BX,Year,Title,Worldwide Box Office_BX,Domestic Box Office_BX,International Box Office_BX,Rank_MOJO,Lifetime Gross_MOJO,Max Theaters,Opening Box,Opening Th,Release Date,Distributor,User Rating_IMDB,Metacritic,Number of Votes,Running Time,Release Date_IMDB,Director,User Rating-TD,Year_TD,Category
1590,,,Kosovo: Can You Imagine?,,,,,,,,,,,,,,,,,6.37,2009,History
1591,,,Tales from the Green Valley,,,,,,,,,,,,,,,,,8.44,2005,History
1592,,,Third Reich: The Rise and Fall,,,,,,,,,,,,,,,,,7.58,2010,History
1593,,,Genghis Khan,,,,,,,,,,,,,,,,,7.44,2005,History
1594,,,The Assassination of Abraham Lincoln,,,,,,,,,,,,,,,,,7.38,2009,History
1595,,,Engineering an Empire,,,,,,,,,,,,,,,,,8.12,2007,History
1596,,,Ancient Discoveries,,,,,,,,,,,,,,,,,7.46,2009,History
1597,,,History of World War II: Hiroshima,,,,,,,,,,,,,,,,,7.38,2005,History
1598,,,Civilization: Is the West History?,,,,,,,,,,,,,,,,,8.09,2011,History
1599,,,Cleopatra: Portrait of a Killer,,,,,,,,,,,,,,,,,6.64,2009,History
1600,,,Queen of Sheba: Behind the Myth,,,,,,,,,,,,,,,,,6.23,2002,History
1601,,,The Russian Revolution,,,,,,,,,,,,,,,,,6.15,2006,History
1602,,,The Samurai,,,,,,,,,,,,,,,,,8.05,2003,History
1603,,,Pompeii: The Last Day,,,,,,,,,,,,,,,,,7.83,2003,History
1604,,,Ancient Rome: The Rise and Fall of an Empire,,,,,,,,,,,,,,,,,7.18,2006,History
1605,,,The Greeks: Crucible of Civilization,,,,,,,,,,,,,,,,,7.81,2000,History
1606,,,How the States Got Their Shapes,,,,,,,,,,,,,,,,,6.87,2010,History
1607,,,Marie Antoinette: The Last Queen of France,,,,,,,,,,,,,,,,,7.82,2006,History
1608,,,Haitian Revolution: Toussaint Louverture,,,,,,,,,,,,,,,,,7.91,2009,History
1609,,,The Surprising History of Sex and Love,,,,,,,,,,,,,,,,,7.42,2002,History
1610,,,Suez: A Very British Crisis,,,,,,,,,,,,,,,,,6.91,2006,History
1611,,,Stealing Lincoln's Body,,,,,,,,,,,,,,,,,8.61,,History
1612,,,Hell in the Pacific,,,,,,,,,,,,,,,,,7.98,,History
1613,,,The Canary Effect,,,,,,,,,,,,,,,,,8.57,2006,History
1614,,,Krakatoa: The Last Days,,,,,,,,,,,,,,,,,8.47,2006,History
1615,,,Ancient Apocalypse: The Minoans,,,,,,,,,,,,,,,,,7.80,,History
1616,,,The Great White Silence,,,,,,,,,,,,,,,,,6.80,1924,History
1617,,,Warrior Empire: The Mughals,,,,,,,,,,,,,,,,,6.98,2006,History
1618,,,Civilisation,,,,,,,,,,,,,,,,,7.42,1969,History
1619,,,Space Race,,,,,,,,,,,,,,,,,8.41,2005,History
1620,,,Edwardian Farm,,,,,,,,,,,,,,,,,8.00,2010,History
1621,,,Athens: The Truth about Democracy,,,,,,,,,,,,,,,,,7.84,2007,History
1622,,,Namibia: Genocide and the Second Reich,,,,,,,,,,,,,,,,,7.04,2005,History
1623,,,Iran: Seven Faces of a Civilization,,,,,,,,,,,,,,,,,7.81,2007,History
1624,,,The Electricity War,,,,,,,,,,,,,,,,,8.53,,History
1625,,,Nubia: The Forgotten Kingdom,,,,,,,,,,,,,,,,,7.17,2003,History
1626,,,Gladiators: Back From The Dead,,,,,,,,,,,,,,,,,7.48,,History
1627,,,Alistair Cooke's America,,,,,,,,,,,,,,,,,6.45,,History
1628,,,A History of Britain,,,,,,,,,,,,,,,,,7.70,2000,History
1629,,,"Congo: White King, Red Rubber, Black Death",,,,,,,,,,,,,,,,,7.74,2003,History
1630,,,A History of Scotland,,,,,,,,,,,,,,,,,7.97,2008,History
1631,,,Ancient Apocalypse: The Maya Collapse,,,,,,,,,,,,,,,,,7.96,2001,History
1632,,,The First Australians,,,,,,,,,,,,,,,,,7.03,2008,History
1633,,,America before Columbus,,,,,,,,,,,,,,,,,7.26,2010,History
1634,,,Mummies and the Wonders of Ancient Egypt,,,,,,,,,,,,,,,,,7.48,,History
1635,,,Ancients Behaving Badly,,,,,,,,,,,,,,,,,7.09,2009,History
1636,,,Seven Ages of Britain,,,,,,,,,,,,,,,,,6.78,,History
1637,,,The Jews: A People's History,,,,,,,,,,,,,,,,,5.15,,History
1638,,,Byzantium: The Lost Empire,,,,,,,,,,,,,,,,,7.92,1997,History
1639,,,Brazil: An Inconvenient History,,,,,,,,,,,,,,,,,7.92,2010,History
1640,,,Mesoamerica,,,,,,,,,,,,,,,,,6.87,,History
1641,,,Who Killed Rasputin?,,,,,,,,,,,,,,,,,7.43,,History
1642,,,The Great Wall of China,,,,,,,,,,,,,,,,,8.23,2007,History
1643,,,Columbus' Lost Voyage,,,,,,,,,,,,,,,,,6.60,2007,History
1644,,,In The Footsteps of Alexander the Great,,,,,,,,,,,,,,,,,7.46,1998,History
1645,,,The Most Evil Men in History,,,,,,,,,,,,,,,,,7.86,,History
1646,,,Engineering an Empire: The Maya and The Aztecs,,,,,,,,,,,,,,,,,7.86,2007,History
1647,,,Dark Ages: The Sacking of Rome,,,,,,,,,,,,,,,,,6.96,,History
1648,,,Nanook of the North,,,,,,,,,,,7.6,,"10,648",1h 18min,11 June 1922 (USA),Robert J. Flaherty,8.17,1922,History
1649,,,The Story of India,,,,,,,,,,,,,,,,,7.65,2009,History
1650,,,The Adventure of English,,,,,,,,,,,,,,,,,7.83,2003,History
1651,,,The Worst Jobs in History,,,,,,,,,,,,,,,,,7.44,2004,History
1652,,,Black Athena: The Fabrication of Ancient Greece,,,,,,,,,,,,,,,,,5.59,,History
1653,,,The Spanish Civil War,,,,,,,,,,,,,,,,,7.94,1983,History
1654,,,Cold War,,,,,,,,,,,,,,,,,6.98,1998,History
1655,,,French Revolution,,,,,,,,,,,,,,,,,6.81,2005,History
1656,234,2007,In the Shadow of the Moon,"$2,175,587","$1,134,358","$1,041,229",202,"$1,134,358",104,"$38,281",4,"Sep 7, 2007",THINKFilm,8.0,84.0,"6,500",1h 40min,2 November 2007 (UK),David Sington,8.00,2007,History
1657,,,"Provos, Loyalists and Brits",,,,,,,,,,,,,,,,,6.61,,History
1658,,,Elusive Peace: Israel and the Arabs,,,,,,,,,,,,,,,,,7.93,2005,History
1659,,,Victorian Farm,,,,,,,,,,,,,,,,,8.03,2009,History
1660,,,The Death of Yugoslavia,,,,,,,,,,,,,,,,,8.07,,History
1661,,,Slavery and the Making of America,,,,,,,,,,,,,,,,,6.48,2005,History
1662,,,The Birth of Israel,,,,,,,,,,,,,,,,,6.42,2008,History
1663,,,The Lost Gods of Easter Island,,,,,,,,,,,,,,,,,7.86,2000,History
1664,,,42 Ways To Kill Hitler,,,,,,,,,,,,,,,,,4.95,2008,History
1665,,,The Man Who Walked Across the World,,,,,,,,,,,,,,,,,8.25,2007,History
1666,,,The Templar Code,,,,,,,,,,,,,,,,,6.55,2005,History
1667,,,The Bloody History of Communism,,,,,,,,,,,,,,,,,5.54,,History
1668,,,Racism: A History,,,,,,,,,,,,,,,,,7.54,,History
1669,,,The Crusades,,,,,,,,,,,,,,,,,5.62,2012,History
1670,,,The Kings: From Babylon To Baghdad,,,,,,,,,,,,,,,,,7.37,,History
1671,,,In Search of Myths and Heroes,,,,,,,,,,,,,,,,,7.31,,History
1672,,,Heaven on Earth: The Rise and Fall of Socialism,,,,,,,,,,,,,,,,,6.32,2005,History
1673,,,Hitler Speaks: Hitler’s Private Movies,,,,,,,,,,,,,,,,,5.50,,History
1674,,,Auschwitz: The Nazi Final Solution,,,,,,,,,,,,,,,,,6.82,2005,History
1675,,,The Creation of the Computer,,,,,,,,,,,,,,,,,6.10,,History
1676,,,Fall of Great Empires: Storm Over Persia,,,,,,,,,,,,,,,,,7.77,,History
1677,,,Japan: Memoirs of a Secret Empire,,,,,,,,,,,,,,,,,7.91,2004,History
1678,,,Wright Brothers' Flying Machine,,,,,,,,,,,,,,,,,8.33,2003,History
1679,,,Secrets of the Parthenon,,,,,,,,,,,,,,,,,8.35,2008,History
1680,,,Egypt's Golden Empire,,,,,,,,,,,,,,,,,7.80,,History
1681,,,Hitler's Children,,,,"1,295","$28,663",3,"$2,939",1,"Nov 16, 2012",Film Movement,,,,,,,5.88,,History
1682,,,Martin Luther: Reluctant Revolutionary,,,,,,,,,,,,,,,,,7.22,2003,History
1683,,,The Roman Empire in the First Century,,,,,,,,,,,,,,,,,7.08,2001,History
1684,,,Kingdom of David: The Saga of the Israelites,,,,,,,,,,,,,,,,,6.64,2003,History
1685,,,The Medici: Godfathers of the Renaissance,,,,,,,,,,,,,,,,,8.57,2004,History
1686,,,Barbarians,,,,,,,,,,,,,,,,,7.68,,History
1687,,,History's Turning Points,,,,,,,,,,,,,,,,,6.63,1997,History
1688,,,Medieval Lives,,,,,,,,,,,,,,,,,8.19,2004,History
1689,,,UK Monarchy,,,,,,,,,,,,,,,,,6.63,,History
1690,,,Secrets of the First Emperor,,,,,,,,,,,,,,,,,7.98,,History
1691,,,When the Moors Ruled in Europe,,,,,,,,,,,,,,,,,7.48,2005,History
1692,,,Islam: Empire of Faith,,,,,,,,,,,,,,,,,6.79,2000,History
1693,,,Hannibal: The Fall of Carthage,,,,,,,,,,,,,,,,,8.07,,History
1694,,,Spartacus: Behind The Myth,,,,,,,,,,,,,,,,,8.07,,History
1695,,,Vlad The Impaler,,,,,,,,,,,,,,,,,7.34,,History
1696,,,"Guns, Germs, and Steel",,,,,,,,,,,,,,,,,7.51,2005,History
1697,,,Neanderthal,,,,,,,,,,,,,,,,,6.07,,History
1698,,,Seven Wonders of Ancient Greece,,,,,,,,,,,,,,,,,7.81,2006,History
1699,,,The Truth of Troy,,,,,,,,,,,,,,,,,6.58,2004,History
1700,,,Empires: Napoleon,,,,,,,,,,,,,,,,,7.77,2000,History
1701,,,Salvador Allende,,,,"1,738","$8,454",1,-,-,"Sep 5, 2007",Icarus Films,,,,,,,7.20,2004,History
1702,,,Stealing a Nation,,,,,,,,,,,,,,,,,8.58,2004,History
1703,,,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",,,,339,"$507,941",28,"$24,125",3,"Dec 29, 1999",Lionsgate,,,,,,,8.34,1999,History
1704,,,What The Ancients Did For Us: The Indians,,,,,,,,,,,,,,,,,8.24,2005,History
1705,,,What the Ancients Did for Us: The Islamic World,,,,,,,,,,,,,,,,,7.13,2005,History
1706,,,Mysteries of Asia: Lost Temples of India,,,,,,,,,,,,,,,,,8.28,1999,History
1707,,,The Untold Story of Emmett Louis Till,,,,566,"$204,956",10,"$8,230",1,"Aug 17, 2005",THINKFilm,,,,,,,7.81,2005,History
1708,,,Africa Addio (Farewell Africa),,,,,,,,,,,,,,,,,6.60,1966,History
1709,,,"The Nazis, A Warning From History",,,,,,,,,,,,,,,,,6.14,1997,History
1710,,,Machu Picchu: Lost City of the Inca,,,,,,,,,,,,,,,,,6.06,2007,History
1711,,,Legacy: The Origins of Civilization,,,,,,,,,,,,,,,,,7.64,1991,History
1712,,,Magical Egypt,,,,,,,,,,,,,,,,,7.58,2001,History
1713,,,Prisoners of Katrina,,,,,,,,,,,,,,,,,7.38,2006,History
1714,,,The True Story of Che Guevara,,,,,,,,,,,,,,,,,6.70,2007,History
1715,,,The Last Stand of the 300 Spartans,,,,,,,,,,,,,,,,,7.51,2007,History
1716,,,Endurance: Shackleton's Legendary Antarctic Expedition,,,,,,,,,,,,,,,,,8.17,2000,History
1717,,,Julius Caesar's Rome,,,,,,,,,,,,,,,,,6.88,2005,History
1718,,,Mystery of the Maya,,,,,,,,,,,,,,,,,5.94,1995,History
1719,,,Nazi Concentration Camps,,,,,,,,,,,8.3,,"1,138",59min,22 April 2017 (Australia),George Stevens,6.40,1945,History
1720,,,Right to Fail,,,,,,,,,,,,,,,,,9.06,2019,Health
1721,,,The Spanish Flu: How the World Recovered,,,,,,,,,,,,,,,,,8.18,2020,Health
1722,,,Coronavirus: A Global Emergency,,,,,,,,,,,,,,,,,6.45,2020,Health
1723,,,Soyalism,,,,,,,,,,,,,,,,,7.81,2019,Health
1724,,,Better Brain Health: We Are What We Eat,,,,,,,,,,,,,,,,,8.52,2019,Health
1725,,,After Ebola: Nebraska and the Next Pandemic,,,,,,,,,,,,,,,,,7.53,2017,Health
1726,,,Brain Matters,,,,,,,,,,,,,,,,,6.68,2019,Health
1727,,,Testosterone: The Making of a Man,,,,,,,,,,,,,,,,,6.64,2019,Health
1728,,,Cause of Death: Unknown,,,,,,,,,,,,,,,,,7.41,2017,Health
1729,,,The Vaccine War,,,,,,,,,,,,,,,,,5.00,2010,Health
1730,,,The Implant Files,,,,,,,,,,,,,,,,,7.83,2019,Health
1731,,,Vegan,,,,,,,,,,,,,,,,,6.78,2017,Health
1732,,,Organic Food: Hype or Hope?,,,,,,,,,,,,,,,,,8.25,2018,Health
1733,,,Forever Young,,,,,,,,,,,,,,,,,8.33,2018,Health
1734,,,H.O.P.E. What You Eat Matters,,,,,,,,,,,,,,,,,8.36,2016,Health
1735,,,The Immortals,,,,,,,,,,,,,,,,,6.70,2018,Health
1736,,,Can't Sleep Kid,,,,,,,,,,,,,,,,,7.50,2009,Health
1737,,,The Real Thumbelina,,,,,,,,,,,,,,,,,7.76,2011,Health
1738,,,Overpill,,,,,,,,,,,,,,,,,7.12,2017,Health
1739,,,Carb-Loaded: A Culture Dying to Eat,,,,,,,,,,,,,,,,,6.96,2014,Health
1740,,,The Girl Who Never Ate,,,,,,,,,,,,,,,,,8.41,2006,Health
1741,,,Hepatitis Country,,,,,,,,,,,,,,,,,8.70,2016,Health
1742,,,The Man with the Seven Second Memory,,,,,,,,,,,,,,,,,8.23,2005,Health
1743,,,Fix It: Healthcare at the Tipping Point,,,,,,,,,,,,,,,,,8.02,2016,Health
1744,,,Live Long Die Young,,,,,,,,,,,,,,,,,8.18,2016,Health
1745,,,When a Mother's Love is Not Enough,,,,,,,,,,,,,,,,,8.60,2009,Health
1746,,,Antibiotic Resistance,,,,,,,,,,,,,,,,,9.05,2016,Health
1747,,,Music on the Brain,,,,,,,,,,,,,,,,,8.97,2016,Health
1748,,,Here's to Flint,,,,,,,,,,,,,,,,,9.02,2016,Health
1749,,,Wi-Fried?,,,,,,,,,,,,,,,,,7.87,2016,Health
1750,,,Why Am I Still Fat?,,,,,,,,,,,,,,,,,6.70,2015,Health
1751,,,Gluten: A Gut Feeling,,,,,,,,,,,,,,,,,8.12,2015,Health
1752,,,Low Carb Diet: Fat or Fiction?,,,,,,,,,,,,,,,,,7.48,2014,Health
1753,,,Digital Food,,,,,,,,,,,,,,,,,7.81,2015,Health
1754,,,Superhuman: Iceman,,,,,,,,,,,,,,,,,8.56,2015,Health
1755,,,Vaccines: Calling the Shots,,,,,,,,,,,,,,,,,5.89,2014,Health
1756,,,The Skinny on Obesity,,,,,,,,,,,,,,,,,8.44,2013,Health
1757,,,The War on Wheat,,,,,,,,,,,,,,,,,5.73,2015,Health
1758,,,Chiropractic,,,,,,,,,,,,,,,,,6.42,2015,Health
1759,,,Our Chemical Lives,,,,,,,,,,,,,,,,,7.89,2015,Health
1760,,,The Secrets of Sugar,,,,,,,,,,,,,,,,,8.36,2013,Health
1761,,,America the Beautiful,,,,895,"$76,173",5,"$6,760",1,"May 9, 2008",First Independent Pictures,,,,,,,3.55,2007,Health
1762,,,Gut Reaction,,,,,,,,,,,,,,,,,8.53,2014,Health
1763,,,Food Fight: The Debate over GMO Labels,,,,,,,,,,,,,,,,,7.76,2013,Health
1764,,,The Fight Against Ebola,,,,,,,,,,,,,,,,,8.86,2014,Health
1765,,,The Coming Pandemic,,,,,,,,,,,,,,,,,5.99,2005,Health
1766,,,Children of Darkness,,,,,,,,,,,,,,,,,8.37,1983,Health
1767,,,The 46 Year Pregnancy,,,,,,,,,,,,,,,,,7.33,2006,Health
1768,,,Wartorn,,,,,,,,,,,,,,,,,8.93,2010,Health
1769,,,The Unspooling Mind,,,,,,,,,,,,,,,,,8.61,2014,Health
1770,,,The Truth about Depression,,,,,,,,,,,,,,,,,7.28,2013,Health
1771,,,Globesity: Fat's New Frontier,,,,,,,,,,,,,,,,,8.58,2012,Health
1772,,,The Truth About Food,,,,,,,,,,,,,,,,,7.71,2013,Health
1773,,,Life After Food,,,,,,,,,,,,,,,,,5.71,2013,Health
1774,,,The Sacred Science,,,,,,,,,,,,,,,,,6.97,2011,Health
1775,,,King Corn: You Are What You Eat,,,,,,,,,,,,,,,,,5.93,2007,Health
1776,,,Invisible Threat,,,,,,,,,,,,,,,,,7.25,2013,Health
1777,,,Seeds of Death,,,,,,,,,,,,,,,,,6.30,2012,Health
1778,,,Rise of the Superbugs,,,,,,,,,,,,,,,,,7.26,2012,Health
1779,,,Statin Nation: The Great Cholesterol Cover-Up,,,,,,,,,,,,,,,,,6.89,2013,Health
1780,,,Up/Down: Bipolar Living,,,,,,,,,,,,,,,,,7.09,2013,Health
1781,,,Back From the Edge,,,,,,,,,,,,,,,,,7.63,2012,Health
1782,,,Cancer: The Forbidden Cures,,,,,,,,,,,,,,,,,8.00,2010,Health
1783,"1,179",2009,Under Our Skin,"$98,548","$98,548",,820,"$98,548",6,"$7,043",1,"Jun 19, 2009",Shadow Distribution,,,,,,,8.04,2008,Health
1784,,,Fat Head,,,,,,,,,,,,,,,,,7.65,2009,Health
1785,,,Way Beyond Weight,,,,,,,,,,,,,,,,,8.15,2012,Health
1786,,,The Drunkest Place on Earth,,,,,,,,,,,,,,,,,6.48,2012,Health
1787,,,War on Health,,,,,,,,,,,,,,,,,8.05,2012,Health
1788,,,The Cancer Sell,,,,,,,,,,,,,,,,,5.37,2012,Health
1789,,,The American Abortion War,,,,,,,,,,,,,,,,,7.75,2012,Health
1790,,,Birth in Nepal,,,,,,,,,,,,,,,,,8.36,2010,Health
1791,,,The Weight of the Nation: Children in Crisis,,,,,,,,,,,,,,,,,8.22,2012,Health
1792,,,The Weight of the Nation: Consequences,,,,,,,,,,,,,,,,,7.54,2012,Health
1793,,,Seeds of Freedom,,,,,,,,,,,,,,,,,5.49,2012,Health
1794,,,The Price of Life,,,,,,,,,,,,,,,,,7.68,2009,Health
1795,,,"Fast Food, Fat Profits: Obesity in America",,,,,,,,,,,,,,,,,8.26,2010,Health
1796,,,Fast Food Baby,,,,,,,,,,,,,,,,,7.79,2011,Health
1797,,,My Strange Addiction,,,,,,,,,,,,,,,,,7.18,2010,Health
1798,,,Can't Stop Eating,,,,,,,,,,,,,,,,,8.33,2006,Health
1799,,,Blood and Guts: A History of Surgery,,,,,,,,,,,,,,,,,8.81,2008,Health
1800,,,Burzynski: Cancer Is Serious Business,,,,,,,,,,,,,,,,,8.19,2010,Health
1801,,,One Night in Bhopal,,,,,,,,,,,,,,,,,7.70,2004,Health
1802,,,The English Surgeon,,,,,,,,,,,,,,,,,8.00,2007,Health
1803,,,Dying To Have Known,,,,,,,,,,,,,,,,,7.72,2006,Health
1804,,,Food Matters,,,,,,,,,,,,,,,,,7.41,2008,Health
1805,,,Pill Poppers,,,,,,,,,,,,,,,,,5.40,2010,Health
1806,,,The Beautiful Truth,,,,"1,532","$15,387",2,"$3,025",1,"Nov 14, 2008",Cinema Libre Studio,,,,,,,7.62,2008,Health
1807,,,Making the Connection,,,,,,,,,,,,,,,,,8.33,,Health
1808,,,Tapped,,,,,,,,,,,,,,,,,8.22,2009,Health
1809,,,The Business of Being Born,,,,922,"$69,991",3,"$9,574",1,"Jan 9, 2008",International Film Circuit,,,,,,,7.40,2007,Health
1810,,,The Twins Who Share a Body,,,,,,,,,,,,,,,,,7.77,,Health
1811,,,The Marketing of Madness: Are We All Insane?,,,,,,,,,,,,,,,,,7.25,,Health
1812,,,Dying to Sleep,,,,,,,,,,,,,,,,,7.66,2009,Health
1813,,,Shots in the Dark: Silence on Vaccine,,,,,,,,,,,,,,,,,6.82,2009,Health
1814,,,Homeopathy: The Test,,,,,,,,,,,,,,,,,7.33,2002,Health
1815,,,10 Things You Need to Know About Losing Weight,,,,,,,,,,,,,,,,,7.55," 
2009",Health
1816,,,Why Are Thin People Not Fat?,,,,,,,,,,,,,,,,,6.86,2009,Health
1817,,,THIN,,,,,,,,,,,,,,,,,7.62,2006,Health
1818,,,Nuclear Nightmares,,,,,,,,,,,,,,,,,8.86,,Health
1819,,,The Origins of AIDS,,,,,,,,,,,,,,,,,7.61,2004,Health
1820,,,The Age of AIDS,,,,,,,,,,,,,,,,,6.29,2006,Health
1821,153,2009,"Food, Inc.","$4,731,944","$4,417,674","$314,270",64,"$4,417,674",155,"$60,513",3,"Jun 12, 2009",Magnolia Pictures,7.8,80.0,"49,068",1h 34min,31 July 2009 (USA),Robert Kenner,8.12,2008,Health
1822,,,The Way of All Flesh,,,,,,,,,,,,,,,,,6.77,,Health
1823,,,When Food Kills,,,,,,,,,,,,,,,,,7.00,2005,Health
1824,,,Simply Raw: Reversing Diabetes in 30 Days,,,,,,,,,,,,,,,,,6.14,2009,Health
1825,,,The Man Who Lost His Body,,,,,,,,,,,,,,,,,8.38,1997,Health
1826,,,The Truth About Vitamins,,,,,,,,,,,,,,,,,7.39,2004,Health
1827,,,Modern Meat,,,,,,,,,,,,,,,,,7.79,2006,Health
1828,,,Sweet Misery: A Poisoned World,,,,,,,,,,,,,,,,,6.45,,Health
1829,,,The Drugging of Our Children,,,,,,,,,,,,,,,,,7.80,,Health
1830,,,The Disappearing Male,,,,,,,,,,,,,,,,,8.12,2008,Health
1831,,,The Future of Food,,,,878,"$81,280",5,"$8,721",2,"Sep 14, 2005",Cinema Libre Studio,,,,,,,5.67,2004,Health
1832,,,Run From The Cure,,,,,,,,,,,,,,,,,6.91,2008,Health
1833,,,"Big Bucks, Big Pharma: Marketing Disease and Pushing Drugs",,,,,,,,,,,,,,,,,6.41,2006,Health
1834,,,AIDS Inc.,,,,,,,,,,,,,,,,,8.00,2007,Health
1835,,,The Fluoride Deception,,,,,,,,,,,,,,,,,7.88,2004,Health
1836,,,Vaccination: The Hidden Truth,,,,,,,,,,,,,,,,,6.67,,Health
1837,,,Vaccine Nation,,,,,,,,,,,,,,,,,7.10,2008,Health
1838,,,Half Ton Man,,,,,,,,,,,,,,,,,6.96,2005,Health
1839,,,Genetically Modified Food: Panacea or Poison,,,,,,,,,,,,,,,,,6.69,2005,Health
1840,27,2007,Sicko,"$36,535,837","$24,538,513","$11,997,324",12,"$24,540,079","1,117","$68,969",1,"Jun 22, 2007",Lionsgate,7.9,74.0,"73,258",2h 3min,3 July 2007 (USA),Michael Moore,8.05,2007,Health
1841,49,2004,Super Size Me,"$22,233,808","$11,529,368","$10,704,440",32,"$11,536,423",230,"$516,641",41,"May 7, 2004",IDP Distribution,7.2,73.0,"100,137",1h 40min,11 June 2004 (USA),Morgan Spurlock,7.16,2004,Health
1842,,,Hoxsey: How Healing Becomes a Crime,,,,,,,,,,,,,,,,,7.27,1987,Health
1843,,,Waterworld: Living with Climate Change,,,,,,,,,,,,,,,,,4.21,2019,Environment
1844,,,66 Meters: Rising Sea Levels,,,,,,,,,,,,,,,,,7.33,2019,Environment
1845,,,When the Rain Stops Falling,,,,,,,,,,,,,,,,,7.69,2019,Environment
1846,,,Guardians of the Amazon,,,,,,,,,,,,,,,,,7.35,2020,Environment
1847,,,The Plastic Problem,,,,,,,,,,,,,,,,,7.94,2019,Environment
1848,,,Fish Wars,,,,,,,,,,,,,,,,,8.64,2019,Environment
1849,,,Treeline: A Story Written in Rings,,,,,,,,,,,,,,,,,7.87,2018,Environment
1850,,,Dominion,,,,,,,,,,,,,,,,,8.19,2018,Environment
1851,,,Fire in Paradise,,,,,,,,,,,,,,,,,8.31,2019,Environment
1852,,,The Race is On,,,,,,,,,,,,,,,,,6.98,2019,Environment
1853,,,Plastic Tide: Choking on Coke,,,,,,,,,,,,,,,,,8.19,2019,Environment
1854,,,Fools and Dreamers: Regenerating a Native Forest,,,,,,,,,,,,,,,,,8.25,2019,Environment
1855,,,City without Water,,,,,,,,,,,,,,,,,8.53,2019,Environment
1856,,,Thailand: Holiday Paradise in Danger,,,,,,,,,,,,,,,,,7.83,2019,Environment
1857,,,Paul Kingsnorth: Portrait of a Recovering Environmentalist,,,,,,,,,,,,,,,,,7.28,2018,Environment
1858,,,In-Vitro Meat,,,,,,,,,,,,,,,,,7.44,2018,Environment
1859,,,Dirty Business,,,,,,,,,,,,,,,,,8.00,2018,Environment
1860,,,Beyond the Green Horizon,,,,,,,,,,,,,,,,,5.32,2018,Environment
1861,,,The Diesel Disaster,,,,,,,,,,,,,,,,,7.50,2019,Environment
1862,,,The Dark Side of Tulum,,,,,,,,,,,,,,,,,7.63,2019,Environment
1863,,,The Monsanto Papers,,,,,,,,,,,,,,,,,7.34,2018,Environment
1864,,,Troubled Waters,,,,,,,,,,,,,,,,,8.77,2015,Environment
1865,,,The Dome,,,,,,,,,,,,,,,,,7.06,2017,Environment
1866,,,Black Snake Killaz,,,,,,,,,,,,,,,,,7.35,2017,Environment
1867,,,The Rise of Vertical Farming,,,,,,,,,,,,,,,,,8.27,2017,Environment
1868,,,"Donald Trump, The Koch Brothers and Their War on Climate Science",,,,,,,,,,,,,,,,,6.83,2017,Environment
1869,,,Chernobyl: The Exclusion Zone,,,,,,,,,,,,,,,,,5.45,2017,Environment
1870,,,The Age of Mankind,,,,,,,,,,,,,,,,,6.86,2017,Environment
1871,,,Shale Cowboys,,,,,,,,,,,,,,,,,6.69,2017,Environment
1872,,,Anthropocene,,,,,,,,,,,,,,,,,8.55,2016,Environment
1873,,,Before the Flood,,,,,,,,,,,8.3,63.0,"25,829",1h 36min,30 October 2016 (USA),Fisher Stevens,7.57,2016,Environment
1874,,,"Great Lakes, Bad Lines",,,,,,,,,,,,,,,,,8.06,2016,Environment
1875,,,Chevron vs. the Amazon,,,,,,,,,,,,,,,,,8.25,2016,Environment
1876,,,Earthships,,,,,,,,,,,,,,,,,8.16,2014,Environment
1877,,,A Simpler Way: Crisis as Opportunity,,,,,,,,,,,,,,,,,7.04,2016,Environment
1878,,,The Breakthrough in Renewable Energy,,,,,,,,,,,,,,,,,7.89,2016,Environment
1879,,,Disobedience,,,,,,,,,,,,,,,,,7.37,2016,Environment
1880,,,Catastrophic Failure,,,,,,,,,,,,,,,,,8.84,2016,Environment
1881,,,Fossil Free,,,,,,,,,,,,,,,,,7.61,2015,Environment
1882,,,A Climate of Change,,,,,,,,,,,,,,,,,7.88,2014,Environment
1883,,,The Cross of the Moment,,,,,,,,,,,,,,,,,8.14,2015,Environment
1884,,,The Future of Energy,,,,,,,,,,,,,,,,,6.18,2015,Environment
1885,,,The Grind,,,,,,,,,,,,,,,,,8.92,2015,Environment
1886,,,Our Rising Oceans,,,,,,,,,,,,,,,,,9.01,2015,Environment
1887,,,Earth on Fire,,,,,,,,,,,,,,,,,8.67,2014,Environment
1888,,,Drop in the Ocean?,,,,,,,,,,,,,,,,,8.69,2015,Environment
1889,,,Lucent,,,,,,,,,,,,,,,,,8.97,2014,Environment
1890,,,Polar Bear Man,,,,,,,,,,,,,,,,,7.78,2014,Environment
1891,,,Origins,,,,,,,,,,,,,,,,,7.70,2014,Environment
1892,,,Disruption,,,,,,,,,,,,,,,,,7.60,2014,Environment
1893,,,Planet Ocean,,,,,,,,,,,,,,,,,8.59,2012,Environment
1894,,,The Nature of Cities,,,,,,,,,,,,,,,,,8.18,2010,Environment
1895,,,The Evolution of Ecological Consciousness,,,,,,,,,,,,,,,,,8.18,2013,Environment
1896,,,Inside the Garbage of the World,,,,,,,,,,,,,,,,,8.45,2014,Environment
1897,,,Powering the Planet,,,,,,,,,,,,,,,,,7.69,2012,Environment
1898,,,Sea the Truth,,,,,,,,,,,,,,,,,8.59,2010,Environment
